EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;3874;0;1163;586;1;0;0;0;0;6612;1,63333;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;45;0;0;0;0;35140;22590;3682;1943;1188;502;1;0;0;0;70;7336;1,61667;496
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;3836;0;1050;523;1;0;0;0;0;7336;1,35;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;620;11;0;0;0;679900;459194;67314;36765;24763;9937;19;0;0;0;1300;128724;28,6833;3162
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;1885;0;875;289;1;0;0;0;0;6524;1,33333;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;29;0;0;0;0;35020;14935;3359;1222;1150;515;1;0;0;0;68;6524;1,58333;198
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1118;44;0;0;0;812670;606670;80947;49997;28122;11845;23;0;0;0;1578;157191;36,5333;8450
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;0;0;425;0;1;0;0;0;0;6676;0,466667;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1717;208;0;0;0;801600;601500;79525;48220;35193;11700;39;0;0;0;2672;265162;44,25;8749
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SSPB;PATO BRANCO;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;32;32;0;0;0;42490;19424;4452;1627;1625;607;1;0;0;0;70;7336;2,01667;282
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;258;8;0;0;0;;;;;;;;;;;;;;1305
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;183;0;375;28;1;0;0;0;0;6558;0,916667;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;60;1;0;0;0;;;;;;;;;;;;;;305
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1664;131;0;0;0;801600;594600;79515;47785;39449;11700;39;0;0;0;2672;265128;45,5667;9081
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1139;12;0;0;0;906048;651508;91365;54259;33013;13156;23;0;0;0;1584;159740;39,0833;9453
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;307;0;0;0;0;297022;77671;30145;6334;13075;4301;17;0;0;0;1174;119176;14,6833;2051
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2372;1;0;0;0;732600;533700;74995;43540;37694;10575;47;0;0;0;3256;333415;42,6167;15717
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2348;8;0;0;0;1681060;1098860;170662;89696;62874;24336;52;0;0;0;3592;364729;73,85;15606
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;37;0;0;0;0;62968;17131;6180;1562;2033;926;2;0;0;0;136;13352;2,86667;600
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;452;6;0;0;0;513930;209276;52767;17088;16399;7408;16;0;0;0;1110;113981;21,6833;3024
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2910;5;0;0;0;1494930;1166910;151551;94891;61954;21654;54;0;0;0;3728;378006;70,7333;18451
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBQV;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1065;5;0;0;0;558600;372750;57366;29946;20057;8050;23;0;0;0;1596;163936;27,4;5720
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;8859;0;2218;1358;1;0;0;0;0;6524;3,2;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;52;0;0;0;0;0;0;0;0;1863;0;1;0;0;0;70;7336;2,41667;258
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;779;0;0;0;0;912072;570228;92976;47518;27340;13176;18;0;0;0;1246;127033;36,5;6504
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;34;2;0;0;0;;;;;;;;;;;;;;151
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4;0;0;0;0;;;;;;;;;;;;;;20
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1;0;0;0;0;;;;;;;;;;;;;;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;59;0;0;0;0;55080;26460;5283;2108;2138;810;3;0;0;0;204;19572;2,66667;292
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1185;6;0;0;0;528416;399345;51709;33614;22188;7751;23;0;0;0;1568;153480;26,4167;10904
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;3963;0;1363;544;2;0;0;0;0;14573;1,95;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBZM;GOIANÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;404;9;0;0;0;327216;162004;31535;13109;21098;4812;12;0;0;0;816;78662;17,5;2406
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;583;0;0;0;0;655396;306658;66807;25234;27324;9468;18;0;0;0;1246;127033;26,75;4265
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;713;0;0;0;0;909144;521916;91971;43034;31072;13176;18;0;0;0;1242;125660;34,6167;5327
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SSPB;PATO BRANCO;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;32;0;0;0;0;42490;19424;4452;1456;1463;607;1;0;0;0;70;7336;1,93333;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SWGN;ARAGUAÍNA;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;688;3;0;0;0;1114000;661856;109047;54780;33497;16354;17;0;0;0;1158;113368;44,15;5353
PVG;PRIVILEGE STYLE S.A.;ESTRANGEIRA;2022;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;76;0;0;0;0;1946610;598956;236430;53906;0;7881;1;0;0;0;247;30000;10,233;0
PVG;PRIVILEGE STYLE S.A.;ESTRANGEIRA;2022;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;237120;0;28800;0;0;960;1;0;0;0;247;30000;1,65;0
PVG;PRIVILEGE STYLE S.A.;ESTRANGEIRA;2022;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPR;PORTO;;;PORTUGAL;EUROPA;INTERNACIONAL;NÃO REGULAR;242;0;0;0;0;1666510;1632770;202410;146949;0;6747;1;0;0;0;247;30000;8,25;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;DGAA;ACCRA;;;GANA;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;DGAA;ACCRA;;;GANA;ÁFRICA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;443622;399197;0;4146;1;399198000;0;0;0;107000;5,85;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;2192640;1960640;0;20492;4;1960640000;0;0;0;428000;26,2;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;DGAA;ACCRA;;;GANA;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;491130;441948;0;4590;1;441948000;0;0;0;107000;6,5;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;2474270;2212460;0;23124;4;2212460000;0;0;0;428000;32;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DGAA;ACCRA;;;GANA;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;639004;0;0;5972;1;0;0;0;0;107000;7,5;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;2192640;0;0;20492;4;0;0;0;0;428000;26,7;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;224807;202294;0;2101;1;202295000;0;0;0;107000;3,233;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;DGAA;ACCRA;;;GANA;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;2489890;2229250;0;23270;5;2229260000;0;0;0;535000;30;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VMMC;TAIPA;;;MACAU;ÁSIA;DGAA;ACCRA;;;GANA;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VMMC;TAIPA;;;MACAU;ÁSIA;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VMMC;TAIPA;;;MACAU;ÁSIA;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VMMC;TAIPA;;;MACAU;ÁSIA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;478998;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VMMC;TAIPA;;;MACAU;ÁSIA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;1;VMMC;TAIPA;;;MACAU;ÁSIA;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;2126620;1904010;0;19875;5;1904020000;0;0;0;535000;27,5;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1644480;1526510;0;15369;3;1526520000;0;0;0;321000;19,633;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1855700;1722580;0;17343;3;1722580000;0;0;0;321000;23;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1644480;0;0;15369;3;0;0;0;0;321000;19,883;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1493930;1386760;0;13962;3;1386770000;0;0;0;321000;18;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;VMMC;TAIPA;;;MACAU;ÁSIA;GUCY;CONAKRY/GBESSIA;;;GUINÉ;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;VMMC;TAIPA;;;MACAU;ÁSIA;OEJN;JEDDAH;;;ARÁBIA SAUDITA;ÁSIA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;VMMC;TAIPA;;;MACAU;ÁSIA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;297973;0;0;;;;;;;;;;;;;;0
PVV;FLY PRO S.R.L.;ESTRANGEIRA;2022;2;VMMC;TAIPA;;;MACAU;ÁSIA;VCBI;COLOMBO;;;SRI LANKA;ÁSIA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1275980;1184440;0;11925;3;1184440000;0;0;0;321000;17;0
QCL;AIR EXPRESS S.A. (AIR CLASS LINEAS AEREAS) / EX-AERO V.I.P. LTDA;ESTRANGEIRA;2022;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;37984;0;0;0;0;95808;75815;0;3992;2;75816100;0;0;0;48000;5,666;0
QCL;AIR EXPRESS S.A. (AIR CLASS LINEAS AEREAS) / EX-AERO V.I.P. LTDA;ESTRANGEIRA;2022;2;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;87552;0;0;3648;2;0;0;0;0;48000;4,35;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2022;1;ELLX;LUXEMBOURG CITY;;;LUXEMBURGO;EUROPA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;206315;0;605;;;;;;;;;;;;;;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2022;1;ELLX;LUXEMBOURG CITY;;;LUXEMBURGO;EUROPA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;84582;0;989;;;;;;;;;;;;;;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2022;1;ELLX;LUXEMBOURG CITY;;;LUXEMBURGO;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;274239;0;0;0;0;8153270;4639330;0;77136;8;4633500000;0;5833410;0;845600;96,633;0
